Player Name,Club,Position,market_value_in_eur,ML Estimated Value,Final Valuation,Valuation Type
Kevin De Bruyne,Manchester City,MID,20000000.0,26887000.0,20000000.0,Transfermarkt
Kyle Walker,Manchester City,DEF,10000000.0,7499000.0,10000000.0,Transfermarkt
Manuel Akanji,Manchester City,DEF,28000000.0,25131000.0,28000000.0,Transfermarkt
Mateo Kovacic,Manchester City,MID,20000000.0,25652000.0,20000000.0,Transfermarkt
Matheus Nunes,Manchester City,MID,35000000.0,30750000.0,35000000.0,Transfermarkt
Nathan Aké,Manchester City,DEF,25000000.0,18474000.0,25000000.0,Transfermarkt
Nico González,Manchester City,MID,40000000.0,28678000.0,40000000.0,Transfermarkt
Nico O'Reilly,Manchester City,DEF,18000000.0,20088000.0,18000000.0,Transfermarkt
Omar Marmoush,Manchester City,FWD,75000000.0,44699000.0,75000000.0,Transfermarkt
Oscar Bobb,Manchester City,MID,25000000.0,16281000.0,25000000.0,Transfermarkt
Phil Foden,Manchester City,MID,100000000.0,82958000.0,100000000.0,Transfermarkt
Rico Lewis,Manchester City,DEF,40000000.0,37494000.0,40000000.0,Transfermarkt
Rúben Dias,Manchester City,DEF,65000000.0,32658000.0,65000000.0,Transfermarkt
Savinho,Manchester City,FWD,50000000.0,61927000.0,50000000.0,Transfermarkt
Stefan Ortega,Manchester City,GKP,8000000.0,3314000.0,8000000.0,Transfermarkt
Vitor Reis,Manchester City,DEF,30000000.0,13748000.0,30000000.0,Transfermarkt
Wes Burns,Manchester City,MID,1200000.0,4462000.0,1200000.0,Transfermarkt
Alejandro Garnacho,Manchester United,MID,45000000.0,42584000.0,45000000.0,Transfermarkt
Amad Diallo,Manchester United,MID,45000000.0,48082000.0,45000000.0,Transfermarkt
André Onana,Manchester United,GKP,25000000.0,22849000.0,25000000.0,Transfermarkt
Antony,Manchester United,DEF,20000000.0,17205000.0,20000000.0,Transfermarkt
Ayden Heaven,Manchester United,DEF,5000000.0,7186000.0,5000000.0,Transfermarkt
Bruno Fernandes,Manchester United,MID,50000000.0,51038000.0,50000000.0,Transfermarkt
Casemiro,Manchester United,MID,10000000.0,10675000.0,10000000.0,Transfermarkt
Christian Eriksen,Manchester United,MID,4000000.0,9532000.0,4000000.0,Transfermarkt
Diogo Dalot,Manchester United,DEF,30000000.0,34753000.0,30000000.0,Transfermarkt
Harry Amass,Manchester United,DEF,5000000.0,7938000.0,5000000.0,Transfermarkt
Harry Maguire,Manchester United,DEF,13000000.0,12369000.0,13000000.0,Transfermarkt
Jonny Evans,Manchester United,DEF,2000000.0,3472000.0,2000000.0,Transfermarkt
Joshua Zirkzee,Manchester United,FWD,30000000.0,28919000.0,30000000.0,Transfermarkt
Kobbie Mainoo,Manchester United,MID,50000000.0,42036000.0,50000000.0,Transfermarkt
Leny Yoro,Manchester United,DEF,55000000.0,41406000.0,55000000.0,Transfermarkt
Lisandro Martínez,Manchester United,DEF,40000000.0,31591000.0,40000000.0,Transfermarkt
Luke Shaw,Manchester United,DEF,12000000.0,11497000.0,12000000.0,Transfermarkt
Manuel Ugarte,Manchester United,MID,45000000.0,28768000.0,45000000.0,Transfermarkt
Mason Mount,Manchester United,MID,28000000.0,24080000.0,28000000.0,Transfermarkt
Matthijs de Ligt,Manchester United,DEF,38000000.0,36691000.0,38000000.0,Transfermarkt
Noussair Mazraoui,Manchester United,DEF,25000000.0,25438000.0,25000000.0,Transfermarkt
Patrick Dorgu,Manchester United,DEF,25000000.0,25214000.0,25000000.0,Transfermarkt
Rasmus Højlund,Manchester United,FWD,35000000.0,34657000.0,35000000.0,Transfermarkt
Scott McTominay,Manchester United,MID,32000000.0,21339000.0,32000000.0,Transfermarkt
Toby Collyer,Manchester United,MID,5000000.0,7431000.0,5000000.0,Transfermarkt
Tyrell Malacia,Manchester United,DEF,15000000.0,12261000.0,15000000.0,Transfermarkt
Victor Lindelöf,Manchester United,DEF,8000000.0,13323000.0,8000000.0,Transfermarkt
Alexander Isak,Newcastle United,FWD,120000000.0,89209000.0,120000000.0,Transfermarkt
Anthony Gordon,Newcastle United,MID,65000000.0,61017000.0,65000000.0,Transfermarkt
Bruno Guimarães,Newcastle United,MID,80000000.0,47209000.0,80000000.0,Transfermarkt
Callum Wilson,Newcastle United,FWD,8000000.0,6660000.0,8000000.0,Transfermarkt
Dan Burn,Newcastle United,DEF,6000000.0,10648000.0,6000000.0,Transfermarkt
Emil Krafth,Newcastle United,DEF,2000000.0,4485000.0,2000000.0,Transfermarkt
Fabian Schär,Newcastle United,DEF,7000000.0,19785000.0,7000000.0,Transfermarkt
Harvey Barnes,Newcastle United,MID,35000000.0,34858000.0,35000000.0,Transfermarkt
Jacob Murphy,Newcastle United,MID,16000000.0,32173000.0,16000000.0,Transfermarkt
Joe Willock,Newcastle United,MID,22000000.0,21336000.0,22000000.0,Transfermarkt
Joelinton,Newcastle United,MID,35000000.0,36544000.0,35000000.0,Transfermarkt
Kieran Trippier,Newcastle United,DEF,4000000.0,4909000.0,4000000.0,Transfermarkt
Lewis Hall,Newcastle United,DEF,32000000.0,32990000.0,32000000.0,Transfermarkt
Lewis Miley,Newcastle United,MID,22000000.0,17042000.0,22000000.0,Transfermarkt
Martin Dúbravka,Newcastle United,GKP,1000000.0,1479000.0,1000000.0,Transfermarkt
Matt Targett,Newcastle United,DEF,5000000.0,5327000.0,5000000.0,Transfermarkt
Miguel Almirón,Newcastle United,MID,16000000.0,13094000.0,16000000.0,Transfermarkt
Nick Pope,Newcastle United,GKP,8000000.0,9481000.0,8000000.0,Transfermarkt
Sandro Tonali,Newcastle United,MID,60000000.0,55947000.0,60000000.0,Transfermarkt
Sean Longstaff,Newcastle United,MID,20000000.0,17898000.0,20000000.0,Transfermarkt
Sven Botman,Newcastle United,DEF,42000000.0,23640000.0,42000000.0,Transfermarkt
Tino Livramento,Newcastle United,DEF,40000000.0,37584000.0,40000000.0,Transfermarkt
William Osula,Newcastle United,FWD,7000000.0,8132000.0,7000000.0,Transfermarkt
Anthony Elanga,Nottingham Forest,MID,42000000.0,45375000.0,42000000.0,Transfermarkt
Callum Hudson-Odoi,Nottingham Forest,MID,25000000.0,31731000.0,25000000.0,Transfermarkt
Chris Wood,Nottingham Forest,FWD,10000000.0,31387000.0,10000000.0,Transfermarkt
Elliot Anderson,Nottingham Forest,MID,32000000.0,35476000.0,32000000.0,Transfermarkt
Eric da Silva Moreira,Nottingham Forest,MID,1000000.0,3277000.0,1000000.0,Transfermarkt
Harry Toffolo,Nottingham Forest,DEF,3000000.0,4635000.0,3000000.0,Transfermarkt
Ibrahim Sangaré,Nottingham Forest,MID,24000000.0,22184000.0,24000000.0,Transfermarkt
Jota Silva,Nottingham Forest,FWD,15000000.0,16352000.0,15000000.0,Transfermarkt
Matz Sels,Nottingham Forest,GKP,7000000.0,10905000.0,7000000.0,Transfermarkt
Morato,Nottingham Forest,DEF,14000000.0,17747000.0,14000000.0,Transfermarkt
Morgan Gibbs-White,Nottingham Forest,MID,50000000.0,54155000.0,50000000.0,Transfermarkt
Murillo,Nottingham Forest,DEF,55000000.0,50411000.0,55000000.0,Transfermarkt
Nathan Wood,Nottingham Forest,DEF,3500000.0,10607000.0,3500000.0,Transfermarkt
Neco Williams,Nottingham Forest,DEF,20000000.0,32266000.0,20000000.0,Transfermarkt
Nicolás Domínguez,Nottingham Forest,MID,18000000.0,19512000.0,18000000.0,Transfermarkt
Nikola Milenkovic,Nottingham Forest,DEF,35000000.0,34463000.0,35000000.0,Transfermarkt
Ola Aina,Nottingham Forest,DEF,22000000.0,23480000.0,22000000.0,Transfermarkt
Ramón Sosa,Nottingham Forest,FWD,12000000.0,13517000.0,12000000.0,Transfermarkt
Ryan Yates,Nottingham Forest,MID,12000000.0,18323000.0,12000000.0,Transfermarkt
Taiwo Awoniyi,Nottingham Forest,FWD,16000000.0,14746000.0,16000000.0,Transfermarkt
Álex Moreno,Nottingham Forest,DEF,7000000.0,6709000.0,7000000.0,Transfermarkt
Aaron Ramsdale,Southampton,GKP,16000000.0,17498000.0,16000000.0,Transfermarkt
Adam Lallana,Southampton,MID,750000.0,1310000.0,750000.0,Transfermarkt
Alex McCarthy,Southampton,GKP,350000.0,649000.0,350000.0,Transfermarkt
Armel Bella-Kotchap,Southampton,DEF,9000000.0,8722000.0,9000000.0,Transfermarkt
Cameron Archer,Southampton,FWD,12000000.0,18121000.0,12000000.0,Transfermarkt
Charlie Taylor,Southampton,DEF,2200000.0,2793000.0,2200000.0,Transfermarkt
Chiedozie Ogbene,Southampton,FWD,7000000.0,10711000.0,7000000.0,Transfermarkt
Flynn Downes,Southampton,MID,13000000.0,17436000.0,13000000.0,Transfermarkt
Jack Stephens,Southampton,DEF,1500000.0,3921000.0,1500000.0,Transfermarkt
James Bree,Southampton,DEF,2500000.0,15612000.0,2500000.0,Transfermarkt
Jan Bednarek,Southampton,DEF,9000000.0,24403000.0,9000000.0,Transfermarkt
Joe Aribo,Southampton,MID,6000000.0,21162000.0,6000000.0,Transfermarkt
Joe Lumley,Southampton,GKP,500000.0,1950000.0,500000.0,Transfermarkt
Kamaldeen Sulemana,Southampton,MID,13000000.0,19293000.0,13000000.0,Transfermarkt
Kyle Walker-Peters,Southampton,DEF,15000000.0,17252000.0,15000000.0,Transfermarkt
Lesley Ugochukwu,Southampton,MID,18000000.0,25603000.0,18000000.0,Transfermarkt
Mason Holgate,Southampton,DEF,4000000.0,5965000.0,4000000.0,Transfermarkt
Mateus Fernandes,Southampton,MID,15000000.0,33368000.0,15000000.0,Transfermarkt
Paul Onuachu,Southampton,FWD,6000000.0,14224000.0,6000000.0,Transfermarkt
Ronnie Edwards,Southampton,DEF,3800000.0,3755000.0,3800000.0,Transfermarkt
Ryan Fraser,Southampton,MID,2000000.0,4867000.0,2000000.0,Transfermarkt
Ryan Manning,Southampton,DEF,3000000.0,13899000.0,3000000.0,Transfermarkt
Samuel Edozie,Southampton,MID,8000000.0,7061000.0,8000000.0,Transfermarkt
Taylor Harwood-Bellis,Southampton,DEF,22000000.0,28639000.0,22000000.0,Transfermarkt
Tyler Dibling,Southampton,FWD,25000000.0,29590000.0,25000000.0,Transfermarkt
Welington,Southampton,DEF,3000000.0,7094000.0,3000000.0,Transfermarkt
Will Smallbone,Southampton,MID,6000000.0,8669000.0,6000000.0,Transfermarkt
Yukinari Sugawara,Southampton,DEF,11000000.0,16146000.0,11000000.0,Transfermarkt
Antonín Kinsky,Tottenham Hotspur,GKP,15000000.0,9689000.0,15000000.0,Transfermarkt
Archie Gray,Tottenham Hotspur,MID,38000000.0,36939000.0,38000000.0,Transfermarkt
Ben Davies,Tottenham Hotspur,DEF,6000000.0,7772000.0,6000000.0,Transfermarkt
Brandon Austin,Tottenham Hotspur,GKP,600000.0,3273000.0,600000.0,Transfermarkt
Brennan Johnson,Tottenham Hotspur,MID,40000000.0,38884000.0,40000000.0,Transfermarkt
Cristian Romero,Tottenham Hotspur,DEF,50000000.0,22519000.0,50000000.0,Transfermarkt
Dane Scarlett,Tottenham Hotspur,FWD,2000000.0,3346000.0,2000000.0,Transfermarkt
Dejan Kulusevski,Tottenham Hotspur,MID,50000000.0,47113000.0,50000000.0,Transfermarkt
Destiny Udogie,Tottenham Hotspur,DEF,40000000.0,34866000.0,40000000.0,Transfermarkt
Djed Spence,Tottenham Hotspur,DEF,20000000.0,25452000.0,20000000.0,Transfermarkt
Dominic Solanke,Tottenham Hotspur,FWD,40000000.0,37060000.0,40000000.0,Transfermarkt
Fraser Forster,Tottenham Hotspur,GKP,1000000.0,1014000.0,1000000.0,Transfermarkt
Guglielmo Vicario,Tottenham Hotspur,GKP,32000000.0,14806000.0,32000000.0,Transfermarkt
James Maddison,Tottenham Hotspur,MID,42000000.0,44411000.0,42000000.0,Transfermarkt
Kevin Danso,Tottenham Hotspur,DEF,25000000.0,15532000.0,25000000.0,Transfermarkt
Lucas Bergvall,Tottenham Hotspur,MID,38000000.0,36115000.0,38000000.0,Transfermarkt
Mathys Tel,Tottenham Hotspur,FWD,35000000.0,32193000.0,35000000.0,Transfermarkt
Micky van de Ven,Tottenham Hotspur,DEF,50000000.0,22469000.0,50000000.0,Transfermarkt
Mikey Moore,Tottenham Hotspur,FWD,18000000.0,15270000.0,18000000.0,Transfermarkt
Pedro Porro,Tottenham Hotspur,DEF,38000000.0,38709000.0,38000000.0,Transfermarkt
Radu Dragusin,Tottenham Hotspur,DEF,25000000.0,24374000.0,25000000.0,Transfermarkt
Richarlison,Tottenham Hotspur,FWD,20000000.0,21071000.0,20000000.0,Transfermarkt
Rodrigo Bentancur,Tottenham Hotspur,MID,30000000.0,27095000.0,30000000.0,Transfermarkt
Sergio Reguilón,Tottenham Hotspur,DEF,6000000.0,7463000.0,6000000.0,Transfermarkt
Timo Werner,Tottenham Hotspur,MID,7000000.0,20322000.0,7000000.0,Transfermarkt
Wilson Odobert,Tottenham Hotspur,FWD,20000000.0,21064000.0,20000000.0,Transfermarkt
Yves Bissouma,Tottenham Hotspur,MID,25000000.0,22580000.0,25000000.0,Transfermarkt
Aaron Cresswell,West Ham United,DEF,500000.0,1417000.0,500000.0,Transfermarkt
Aaron Wan-Bissaka,West Ham United,DEF,24000000.0,25903000.0,24000000.0,Transfermarkt
Alphonse Areola,West Ham United,GKP,9000000.0,9219000.0,9000000.0,Transfermarkt
Carlos Soler,West Ham United,MID,18000000.0,17999000.0,18000000.0,Transfermarkt
Crysencio Summerville,West Ham United,FWD,22000000.0,18763000.0,22000000.0,Transfermarkt
Danny Ings,West Ham United,FWD,6000000.0,5794000.0,6000000.0,Transfermarkt
Edson Álvarez,West Ham United,MID,25000000.0,24643000.0,25000000.0,Transfermarkt
Evan Ferguson,West Ham United,FWD,25000000.0,22161000.0,25000000.0,Transfermarkt
Guido Rodríguez,West Ham United,MID,10000000.0,9384000.0,10000000.0,Transfermarkt
James Ward-Prowse,West Ham United,MID,8000000.0,9841000.0,8000000.0,Transfermarkt
Jarrod Bowen,West Ham United,MID,40000000.0,44151000.0,40000000.0,Transfermarkt
Jean-Clair Todibo,West Ham United,DEF,25000000.0,24553000.0,25000000.0,Transfermarkt
Konstantinos Mavropanos,West Ham United,DEF,17000000.0,20253000.0,17000000.0,Transfermarkt
Lucas Paquetá,West Ham United,MID,28000000.0,33839000.0,28000000.0,Transfermarkt
Luis Guilherme,West Ham United,MID,15000000.0,13865000.0,15000000.0,Transfermarkt
Lukasz Fabianski,West Ham United,GKP,500000.0,1238000.0,500000.0,Transfermarkt
Maximilian Kilman,West Ham United,DEF,25000000.0,24408000.0,25000000.0,Transfermarkt
Maxwel Cornet,West Ham United,MID,8000000.0,12587000.0,8000000.0,Transfermarkt
Michail Antonio,West Ham United,FWD,700000.0,2689000.0,700000.0,Transfermarkt
Mohammed Kudus,West Ham United,MID,45000000.0,44667000.0,45000000.0,Transfermarkt
Niclas Füllkrug,West Ham United,FWD,10000000.0,9124000.0,10000000.0,Transfermarkt
Tomás Soucek,West Ham United,MID,18000000.0,35293000.0,18000000.0,Transfermarkt
Vladimír Coufal,West Ham United,DEF,5000000.0,5646000.0,5000000.0,Transfermarkt
André,Wolverhampton Wanderers,MID,28000000.0,29622000.0,28000000.0,Transfermarkt
Boubacar Traoré,Wolverhampton Wanderers,MID,5000000.0,8109000.0,5000000.0,Transfermarkt
Carlos Forbs,Wolverhampton Wanderers,MID,8000000.0,14234000.0,8000000.0,Transfermarkt
Craig Dawson,Wolverhampton Wanderers,DEF,1500000.0,2951000.0,1500000.0,Transfermarkt
Daniel Podence,Wolverhampton Wanderers,MID,20000000.0,13015000.0,20000000.0,Transfermarkt
Emmanuel Agbadou,Wolverhampton Wanderers,DEF,20000000.0,19909000.0,20000000.0,Transfermarkt
Gonçalo Guedes,Wolverhampton Wanderers,MID,11000000.0,16622000.0,11000000.0,Transfermarkt
Jean-Ricner Bellegarde,Wolverhampton Wanderers,MID,18000000.0,23267000.0,18000000.0,Transfermarkt
José Sá,Wolverhampton Wanderers,GKP,7000000.0,9521000.0,7000000.0,Transfermarkt
Jørgen Strand Larsen,Wolverhampton Wanderers,FWD,30000000.0,32914000.0,30000000.0,Transfermarkt
Mario Lemina,Wolverhampton Wanderers,MID,9000000.0,8440000.0,9000000.0,Transfermarkt
Marshall Munetsi,Wolverhampton Wanderers,MID,15000000.0,17178000.0,15000000.0,Transfermarkt
Matheus Cunha,Wolverhampton Wanderers,MID,60000000.0,62635000.0,60000000.0,Transfermarkt
Matt Doherty,Wolverhampton Wanderers,DEF,2000000.0,9757000.0,2000000.0,Transfermarkt
Nasser Djiga,Wolverhampton Wanderers,DEF,10000000.0,7289000.0,10000000.0,Transfermarkt
Nélson Semedo,Wolverhampton Wanderers,DEF,9000000.0,13393000.0,9000000.0,Transfermarkt
Pablo Sarabia,Wolverhampton Wanderers,MID,5000000.0,5861000.0,5000000.0,Transfermarkt
Rayan Aït-Nouri,Wolverhampton Wanderers,DEF,35000000.0,41737000.0,35000000.0,Transfermarkt
Rodrigo Gomes,Wolverhampton Wanderers,MID,15000000.0,17439000.0,15000000.0,Transfermarkt
Sam Johnstone,Wolverhampton Wanderers,GKP,6000000.0,2778000.0,6000000.0,Transfermarkt
Santiago Bueno,Wolverhampton Wanderers,DEF,10000000.0,16285000.0,10000000.0,Transfermarkt
Tom King,Wolverhampton Wanderers,GKP,200000.0,3384000.0,200000.0,Transfermarkt
Tommy Doyle,Wolverhampton Wanderers,MID,10000000.0,12234000.0,10000000.0,Transfermarkt
Yerson Mosquera,Wolverhampton Wanderers,DEF,8000000.0,9557000.0,8000000.0,Transfermarkt
